Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
Q05438,BMR1B_CHICK,"DOMAIN 174..203; /note=""GS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00585""; DOMAIN 204..494; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily",BMPR1B
Q05512,MARK2_MOUSE,"DOMAIN 53..304; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 323..362; /note=""UBA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00212""; DOMAIN 727..776; /note=""KA1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00565""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",Mark2 Emk
Q05513,KPCZ_HUMAN,"DOMAIN 15..98; /note=""PB1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01081""; DOMAIN 252..518; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 519..590; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PRKCZ PKC2
Q05609,CTR1_ARATH,"DOMAIN 551..809; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",CTR1 At5g03730 F17C15_150
Q05652,KPEL_DROME,"DOMAIN 55..121; /note=""Death""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00064""; DOMAIN 213..499; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, Pelle subfamily",pll CG5974
Q05655,KPCD_HUMAN,"DOMAIN 1..106; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 349..603; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 604..675; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PRKCD PKCD
Q05688,IGF1R_BOVIN,"DOMAIN 5..101; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 107..200; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 272..547; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",IGF1R
Q05823,RN5A_HUMAN,"DOMAIN 365..586; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 589..723; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Homo sapiens (Human),Protein kinase superfamily,RNASEL RNS4
Q05876,FYN_CHICK,"DOMAIN 82..143; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 149..246; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 268..521; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",FYN
Q05921,RN5A_MOUSE,"DOMAIN 364..584; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 587..722; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Mus musculus (Mouse),Protein kinase superfamily,Rnasel Rns4
Q05999,D6KL3_ARATH,"DOMAIN 182..516; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",D6PKL3 PK7 At3g27580 MMJ24.14
Q06060,MPK_PEA,"DOMAIN 62..347; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Pisum sativum (Garden pea),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",
Q06187,BTK_HUMAN,"DOMAIN 3..133; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 214..274; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 281..377; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 402..655; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",BTK AGMX1 ATK BPK
Q06226,SGK1_RAT,"DOMAIN 98..354; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 355..430; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Rattus norvegicus (Rat),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",Sgk1 Sgk
Q06309,CRK1_LEIME,"DOMAIN 5..297; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Leishmania mexicana,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CRK1
Q06418,TYRO3_HUMAN,"DOMAIN 41..128; /note=""Ig-like C2-type 1""; DOMAIN 139..220; /note=""Ig-like C2-type 2""; DOMAIN 227..320; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 325..416; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 518..790; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, AXL/UFO subfamily",TYRO3 BYK DTK RSE SKY TIF
Q06486,KC1D_RAT,"DOMAIN 9..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",Csnk1d Hckid
Q06805,TIE1_BOVIN,"DOMAIN 43..106; /note=""Ig-like C2-type 1""; DOMAIN 212..254; /note=""EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 256..301; /note=""EGF-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 303..343; /note=""EGF-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 370..424; /note=""Ig-like C2-type 2""; DOMAIN 444..543; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 546..640; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 644..737; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 837..1116; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, Tyr protein kinase family, Tie subfamily",TIE1 TIE TIE-1
Q06806,TIE1_MOUSE,"DOMAIN 43..123; /note=""Ig-like C2-type 1""; DOMAIN 212..254; /note=""EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 256..301; /note=""EGF-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 303..343; /note=""EGF-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 349..440; /note=""Ig-like C2-type 2""; DOMAIN 444..543; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 546..638; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 642..736; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 835..1114; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Tyr protein kinase family, Tie subfamily",Tie1 Tie Tie-1
Q06807,TIE2_BOVIN,"DOMAIN 44..123; /note=""Ig-like C2-type 1""; DOMAIN 210..252; /note=""EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 254..299; /note=""EGF-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 301..341; /note=""EGF-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 350..440; /note=""Ig-like C2-type 2""; DOMAIN 447..541; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 545..637; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 642..735; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 825..1097; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, Tyr protein kinase family, Tie subfamily",TEK TIE-2 TIE2
Q06850,CDPK1_ARATH,"DOMAIN 150..408; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 451..486; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 487..522; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 523..558; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 559..592; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK1 AK1 At5g04870 MUK11.19
Q07002,CDK18_HUMAN,"DOMAIN 144..425; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK18 PCTAIRE3 PCTK3
Q07014,LYN_RAT,"DOMAIN 63..123; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 129..226; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 247..501; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Lyn
Q07174,M3K8_MOUSE,"DOMAIN 138..388; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",Map3k8 Cot Tpl2
Q07176,MMK1_MEDSA,"DOMAIN 55..340; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Medicago sativa (Alfalfa),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MMK1 ERK1 MSK7
Q07192,MP2K2_XENLA,"DOMAIN 149..414; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",map2k2 mek2
Q07250,KCCS_MALDO,"DOMAIN 12..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Malus domestica (Apple) (Pyrus malus),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",
Q07292,KRAF1_CAEEL,"DOMAIN 85..161; /note=""RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00262""; DOMAIN 481..748; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",lin-45 raf-1 Y73B6A.5
Q07407,FGFR1_DROME,"DOMAIN 106..192; /note=""Ig-like C2-type 1""; DOMAIN 203..279; /note=""Ig-like C2-type 2""; DOMAIN 416..692; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",htl FR1 Tk1 CG7223
Q07496,EPHA4_CHICK,"DOMAIN 30..209; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 328..439; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 440..537; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 621..882; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 911..975; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",EPHA4 CEK8
Q07497,EPHB5_CHICK,"DOMAIN 31..213; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 344..452; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 453..548; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 637..900; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 929..993; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",EPHB5 CEK9
Q07498,EPHB3_CHICK,"DOMAIN 11..189; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 311..424; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 425..522; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 623..886; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 915..979; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",EPHB3 CEK10
Q07538,PRP4_SCHPO,"DOMAIN 159..477; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family",prp4 SPCC777.14
Q07553,GCY3E_DROME,"DOMAIN 507..800; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 873..1003; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Drosophila melanogaster (Fruit fly),Adenylyl cyclase class-4/guanylyl cyclase family,Gyc32E GC CG33114
Q07785,CDK2H_PLAFK,"DOMAIN 4..284; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Plasmodium falciparum (isolate K1 / Thailand),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CRK2 PK5
Q07832,PLK1_MOUSE,"DOMAIN 53..305; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 417..480; /note=""POLO box 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""; DOMAIN 515..584; /note=""POLO box 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",Plk1 Plk
Q07912,ACK1_HUMAN,"DOMAIN 126..385; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 388..448; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 454..466; /note=""CRIB""; DOMAIN 958..996; /note=""UBA""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family",TNK2 ACK1
Q08156,KIT_CHICK,"DOMAIN 27..102; /note=""Ig-like C2-type 1""; DOMAIN 111..194; /note=""Ig-like C2-type 2""; DOMAIN 201..294; /note=""Ig-like C2-type 3""; DOMAIN 303..396; /note=""Ig-like C2-type 4""; DOMAIN 399..497; /note=""Ig-like C2-type 5""; DOMAIN 575..913; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",KIT
Q08345,DDR1_HUMAN,"DOMAIN 31..185; /note=""F5/8 type C""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00081""; DOMAIN 610..905; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE
Q08466,CSK22_ARATH,"DOMAIN 104..389; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, Ser/Thr protein kinase family, CK2 subfamily",CKA2 At3g50000 F3A4.80
Q08467,CSK21_ARATH,"DOMAIN 110..395; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, Ser/Thr protein kinase family, CK2 subfamily",CKA1 At5g67380 K8K14.10
Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
Q08942,NRKA_TRYBB,"DOMAIN 20..279; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 331..429; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""",Trypanosoma brucei brucei,"Protein kinase superfamily, Ser/Thr protein kinase family",NRKA
Q09013,DMPK_HUMAN,"DOMAIN 71..339; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 340..415; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, DMPK subfamily",DMPK DM1PK MDPK
Q09092,SRK6_BRAOV,"DOMAIN 35..155; /note=""Bulb-type lectin""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00038""; DOMAIN 350..433; /note=""PAN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00315""; DOMAIN 528..779; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Brassica oleracea var. viridis (Flowering kale) (Brassica oleracea var. acephala),"Protein kinase superfamily, Ser/Thr protein kinase family",SRK6
Q09137,AAPK2_RAT,"DOMAIN 16..268; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",Prkaa2 Ampk Ampk2
Q09147,FGFR2_DROME,"DOMAIN 23..117; /note=""Ig-like C2-type 1""; DOMAIN 124..230; /note=""Ig-like C2-type 2""; DOMAIN 240..340; /note=""Ig-like C2-type 3""; DOMAIN 393..478; /note=""Ig-like C2-type 4""; DOMAIN 487..585; /note=""Ig-like C2-type 5""; DOMAIN 712..1000; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",btl FR2 HD-311 Tk2 CG32134
Q09437,CD111_CAEEL,"DOMAIN 356..647; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk-11.1 B0495.2
Q09499,IRE1_CAEEL,"DOMAIN 518..778; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 781..909; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Caenorhabditis elegans,"Protein kinase superfamily, Ser/Thr protein kinase family",ire-1 C41C4.4
Q09537,GRK1_CAEEL,"DOMAIN 52..188; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171""; DOMAIN 203..470; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 480..545; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis elegans,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, GPRK subfamily",grk-1 F19C6.1
Q09639,GRK2_CAEEL,"DOMAIN 54..175; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171""; DOMAIN 191..455; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 456..523; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 558..658; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""",Caenorhabditis elegans,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, GPRK subfamily",grk-2 W02B3.2
Q09690,POM1_SCHPO,"DOMAIN 699..995; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",pom1 SPAC2F7.03c
Q09815,PPK5_SCHPO,"DOMAIN 518..814; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",ppk5 mug189 SPAC16C9.07 SPAC2G11.01
Q09831,PPK14_SCHPO,"DOMAIN 195..485; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family, KIN82 subfamily",ppk14 SPAC4G8.05
Q09892,HOG1_SCHPO,"DOMAIN 20..299; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family, MAP kinase subfamily. HOG1 sub-subfamily",sty1 hog1 phh1 spc1 SPAC24B11.06c
Q09898,SID2_SCHPO,"DOMAIN 208..508; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 509..589; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family",sid2 SPAC24B11.11c
Q10056,SHK2_SCHPO,"DOMAIN 23..125; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 129..142; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 309..566; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",shk2 SPAC1F5.09c
Q10156,LKH1_SCHPO,"DOMAIN 362..682; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",lkh1 kic1 SPAC1D4.11c
Q10364,SCK2_SCHPO,"DOMAIN 266..527; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 528..605; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",sck2 SPAC22E12.14c
Q10407,MKH1_SCHPO,"DOMAIN 825..1094; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",mkh1 SPAC1F3.02c
Q10452,GSK3_SCHPO,"DOMAIN 32..316; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",gsk3 skp1 SPAC1687.15
Q10656,EGL15_CAEEL,"DOMAIN 33..125; /note=""Ig-like C2-type 1""; DOMAIN 287..383; /note=""Ig-like C2-type 2""; DOMAIN 391..501; /note=""Ig-like C2-type 3""; DOMAIN 640..931; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",egl-15 F58A3.2
Q10664,MEK2_CAEEL,"DOMAIN 73..360; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",mek-2 Y54E10BL.6
